County,Cases,Percentage,Published_date,Source,3
Waterford,143,0.6%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Westmeath,641,2.8%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Wexford,199,0.9%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Wicklow,643,2.8%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Cavan,748,3.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Clare,303,1.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Cork,1205,5.4%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Donegal,469,2.1%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Dublin,10948,48.7%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Galway,382,1.7%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Kerry,303,1.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Kildare,1317,5.9%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Kilkenny,271,1.2%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Laois,247,1.1%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Leitrim,66,0.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Limerick,570,2.5%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Longford,264,1.2%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Louth,715,3.2%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Mayo,522,2.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Meath,754,3.4%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Monaghan,447,2%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Offaly,349,1.6%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Roscommon,234,1%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Sligo,116,0.5%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Tipperary,515,2.3%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Waterford,143,0.6%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Westmeath,640,2.8%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Wexford,194,0.9%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Wicklow,637,2.8%,,https://www.gov.ie/en/press-release/88ae5d-statement-from-the-national-public-health-emergency-team-saturday-9-/,
Cavan,730,3.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Clare,299,1.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Cork,1199,5.4%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Donegal,469,2.1%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Dublin,10885,48.8%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Galway,381,1.7%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Kerry,303,1.4%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Kildare,1312,5.9%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Kilkenny,265,1.2%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Laois,242,1.1%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Leitrim,66,0.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Limerick,566,2.5%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Longford,260,1.2%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Louth,703,3.2%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Mayo,518,2.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Meath,727,3.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Monaghan,443,2%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Offaly,345,1.5%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Roscommon,228,1%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Sligo,116,0.5%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Tipperary,512,2.3%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Waterford,140,0.6%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Westmeath,633,2.8%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Wexford,190,0.9%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Wicklow,636,2.9%,,https://www.gov.ie/en/press-release/e9339d-statement-from-the-national-public-health-emergency-team-friday-8-ma/,
Cavan,710,3.2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Clare,281,1.3%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Cork,1197,5.4%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Donegal,469,2.1%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Dublin,10840,48.9%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Galway,380,1.7%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Kerry,302,1.4%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Kildare,1302,5.9%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Kilkenny,265,1.2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Laois,243,1.2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Leitrim,70,0.3%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Limerick,574,2.6%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Longford,259,1.2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Louth,699,3.2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Mayo,514,2.3%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Meath,723,3.3%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Monaghan,441,2%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Offaly,346,1.6%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Roscommon,221,1%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Sligo,122,0.5%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Tipperary,506,2.3%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Waterford,140,0.6%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Westmeath,627,2.8%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Wexford,190,0.9%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Wicklow,633,2.9%,,https://www.gov.ie/en/press-release/fe4551-statement-from-the-national-public-emergency-team-7-may/,
Cavan,709,3.2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Clare,254,1.2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Cork,1192,5.4%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Donegal,467,2.1%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Dublin,10734,49%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Galway,375,1.7%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Kerry,302,1.4%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Kildare,1289,5.9%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Kilkenny,259,1.2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Laois,240,1.1%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Leitrim,70,0.3%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Limerick,591,2.7%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Longford,257,1.2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Louth,693,3.2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Mayo,512,2.3%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Meath,722,3.3%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Monaghan,432,2%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Offaly,339,1.5%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Roscommon,212,1%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Sligo,121,0.6%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Tipperary,501,2.3%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Waterford,139,0.6%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Westmeath,554,2.5%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Wexford,184,0.8%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Wicklow,628,2.9%,,https://www.gov.ie/en/press-release/02ab5c-statement-from-the-national-public-health-emergency-team-wednesday-6/,
Cavan,694,3.2%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Clare,249,1.1%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Cork,1177,5.4%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Donegal,466,2.2%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Dublin,10670,49.3%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Galway,369,1.7%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Kerry,301,1.4%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Kildare,1280,5.9%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Kilkenny,258,1.2%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Laois,238,1.1%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Leitrim,70,0.3%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Limerick,585,2.7%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Longford,235,1.1%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Louth,685,3.2%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Mayo,510,2.4%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
Meath,717,3.3%,,https://www.gov.ie/en/press-release/6f789f-statement-from-the-national-public-health-emergency-team-tuesday-5-m/,
